economy;economycode;regionwb;pop_adult;wpid_random;wgt;female;age;educ;inc_q;emp_in;fin2;fin3;fin4;fin5;fin6;fin7;fin8;fin9;fin10;fin11a;fin11b;fin11c;fin11d;fin11e;fin11f;fin11g;fin11h;fin14a;fin14b;fin14c;fin15;fin16;fin17a;fin17b;fin19;fin20;fin21;fin22a;fin22b;fin22c;fin24;fin25;fin26;fin27a;fin27b;fin27c1;fin27c2;fin28;fin29a;fin29b;fin29c1;fin29c2;fin30;fin31a;fin31b;fin31c;fin32;fin33;fin34a;fin34b;fin34c1;fin34c2;fin35;fin36;fin37;fin38;fin39a;fin39b;fin39c1;fin39c2;fin40;fin41;fin42;fin43a;fin43b;fin43c1;fin43c2;fin44;fin45;fin46;fin47a;fin47b;fin47c1;fin47c2;fin47c3;fin47c4;fin47c5;mobileowner;fin48;account_fin;account_mob;account;saved;borrowed;receive_wages;receive_transfers;receive_pension;receive_agriculture;pay_utilities;remittances;pay_onlne;pay_onlne_mobintbuy;pay_cash;pay_cash_mobintbuy
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;118405914;2,799631604;2;27;2;3;1;2;;;1;1;2;;1;1;;;;;;;;;2;2;;1;2;2;1;2;2;1;1;1;1;2;;2;;;;;1;2;1;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;1;1;1;1;1;2;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;141084914;0,822629023;1;27;2;5;1;1;1;2;1;1;2;;2;2;;;;;;;;;1;2;;1;2;1;1;2;1;2;2;1;2;1;1;1;2;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;123303145;0,822121593;2;22;3;5;1;2;;;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;1;2;2;1;1;1;2;1;2;1;1;1;;;1;1;2;;;1;1;2;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;203128999;1,686483024;1;48;3;5;1;1;1;1;1;2;1;1;1;1;;;;;;;;;1;1;2;2;2;1;2;2;1;2;1;1;;1;3;1;1;1;;;1;2;1;;;1;1;1;;1;2;1;2;;;2;;2;1;1;2;;;;;1;2;2;1;2;;;;;;;;;;;1;1;1;1;1;1;1;1;4;1;2;1;1;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;156400630;0,329489464;1;22;2;4;1;2;;;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;0;4;4;4;4;2;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;157765482;0,617333778;2;25;2;2;1;1;1;2;2;1;2;;2;1;;;;;;;;;2;2;;1;2;1;1;2;2;2;2;1;2;2;;1;2;2;1;1;1;1;1;;;1;2;2;1;1;2;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;1;0;1;1;1;2;4;4;2;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;158484873;0,643860437;1;31;1;2;1;2;;;;;2;;;;2;2;2;2;1;1;2;2;1;2;;2;2;2;1;2;1;2;2;1;1;2;;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;0;1;1;1;1;2;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;112712358;0,617333778;2;29;1;1;1;2;;;;;2;;;;1;2;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;0;0;0;0;2;4;4;2;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;150202260;1,590083399;2;27;1;1;0;2;;;;;2;;;;1;1;2;2;2;1;2;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;1;1;1;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;123311832;2,935385593;2;15;1;1;0;2;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;195885185;0,374003628;1;27;2;4;1;1;1;1;1;1;2;;1;2;;;;;;;;;1;2;;1;2;2;1;2;2;1;2;2;2;2;;2;;;;;2;;;;;1;1;1;;1;2;2;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;189839720;2,935385593;2;59;1;1;0;2;;;;;2;;;;2;3;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;2;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;123436560;0,84806017;1;25;3;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;2;2;;1;1;1;2;2;2;1;2;2;;1;3;1;1;1;;;1;1;1;;;1;1;1;;1;2;1;2;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;168190223;0,345633337;2;25;2;5;1;1;2;;;;2;;1;1;;;;;;;;;2;2;;1;2;2;1;2;2;2;2;2;2;1;1;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;1;;;1;2;;;;;;;;;1;1;1;1;1;1;0;2;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;168692102;0,329489464;1;23;2;4;1;2;;;;;2;;;;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;204909702;0,624167467;2;24;2;1;1;2;;;;;2;;;;1;1;1;1;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;156044334;0,329489464;2;18;2;5;1;2;;;;;2;;;;2;2;1;2;2;1;1;1;2;2;;2;2;2;2;2;2;2;2;2;;1;3;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;125095914;0,681539755;1;18;2;1;0;2;;;;;2;;;;2;1;1;2;1;1;2;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;1;1;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;198090312;0,894682357;1;40;2;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;2;;1;2;2;2;2;2;2;2;2;;1;3;1;2;1;;;1;2;1;;;1;2;1;;1;1;1;2;;;1;1;2;1;1;2;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;1;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;162269691;0,822121593;2;20;2;4;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;1;2;1;2;2;1;2;1;2;1;;;2;;;;2;;;;;;;;1;2;2;2;2;2;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;3;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;181281073;1,109805853;2;30;1;5;0;2;;;;;2;;;;1;1;1;1;2;1;2;1;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;178038346;0,668447914;2;43;1;2;1;2;;;;;2;;;;2;2;2;2;2;1;1;2;2;2;;1;2;2;1;2;2;2;2;1;1;2;;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;2;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;0;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;140782178;0,731720251;2;19;2;5;1;2;;;;;2;;;;2;2;1;2;2;2;2;1;2;2;;2;2;2;2;2;2;1;2;1;;1;1;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;2;0;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;193669394;0,461949504;2;27;2;4;1;1;1;2;2;1;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;1;1;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;0;1;1;1;4;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;132882723;2,529724536;1;50;2;4;1;2;;;1;1;2;;2;1;;;;;;;;;2;2;;1;2;1;2;2;2;2;2;1;;1;1;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;1;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;138675834;0,329489464;1;25;2;4;1;1;1;2;2;1;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;1;1;1;;1;2;1;1;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;0;0;1;4;4;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;199492049;0,685039707;2;28;2;2;1;2;;;;;2;;;;1;1;1;1;2;1;2;1;2;2;;1;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;1;2;1;1;;;2;;2;2;;;;;;;1;1;1;;;2;;;;;;;2;2;2;1;1;1;1;1;1;0;1;4;4;1;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;192737850;0,847231117;2;40;1;3;1;1;1;2;2;2;1;2;2;1;;;;;;;;;2;2;;2;1;2;1;1;2;2;2;2;2;1;3;1;2;1;;;2;;;;;1;2;1;;1;2;1;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;119208752;0,685039707;2;27;2;5;0;1;1;2;2;2;2;;1;1;;;;;;;;;1;2;;1;2;1;2;2;2;2;2;2;;1;1;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;0;4;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;203503741;0,754806595;1;25;2;4;1;2;;;;;2;;;;2;2;2;3;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;0;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;177297567;0,691266675;2;29;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;1;2;1;1;1;1;2;2;1;1;1;1;1;3;2;;;;;2;;;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;4;4;4;4;2;5;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;171419877;0,351692061;2;19;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;1;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;162619778;0,725128875;2;18;2;3;1;2;;;2;1;2;;1;2;;;;;;;;;2;2;;2;2;2;2;1;2;2;1;2;;1;2;1;2;1;;;1;2;1;;;2;;;;1;1;2;1;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;2;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;199993763;0,332248562;2;29;2;5;1;2;;;;;2;;;;2;1;2;2;2;1;1;2;2;2;;2;2;2;1;2;1;2;2;1;1;1;2;2;;;;;1;2;1;;;1;2;2;1;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;1;4;4;4;2;2;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;161692412;2,935385593;2;67;2;4;1;2;;;2;1;2;;1;1;;;;;;;;;2;2;;2;2;1;2;2;2;2;2;1;;1;3;2;;;;;2;;;;;1;2;1;;2;;;;;;;;2;1;2;2;2;2;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;1;4;4;3;4;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;152946453;2,466364778;2;20;2;4;0;2;;;;;2;;;;2;2;1;2;2;2;2;2;2;2;;1;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;;;;1;1;0;1;1;1;0;4;4;4;2;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;114188228;0,395890672;1;24;2;4;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;140849765;2,573465962;2;39;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;1;2;2;1;2;2;1;2;1;1;1;4;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;1;2;2;2;2;2;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;3;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;113414097;0,362564437;2;24;2;3;0;1;1;2;2;1;2;;2;2;;;;;;;;;1;2;;2;1;1;1;1;2;1;1;1;1;2;;1;2;1;;;2;;;;;2;;;;1;2;2;2;1;2;;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;2;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;185587988;0,624167467;2;22;2;2;1;2;;;;;2;;;;1;1;1;1;2;2;1;1;2;2;;1;2;2;2;2;2;2;2;2;;1;1;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;0;1;1;1;0;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;194319086;1,921112286;2;42;2;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;2;2;1;1;2;2;1;1;1;1;1;4;1;1;1;;;2;;;;;1;2;1;;1;1;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;173029574;0,329489464;1;29;1;4;1;1;1;1;2;2;2;;1;2;;;;;;;;;2;2;;1;1;1;1;1;2;1;2;1;1;1;3;1;2;1;;;1;2;1;;;1;2;1;;1;2;2;1;;;3;;2;2;;;;;;;1;2;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;117379167;0,356762801;1;24;1;4;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;0;0;1;1;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;206958598;0,703384122;2;22;2;2;1;2;;;;;2;;;;2;1;2;2;2;1;2;2;2;2;;1;2;2;1;2;1;1;2;1;2;2;;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;0;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;157588561;0,374003628;1;27;2;5;1;2;;;;;2;;;;2;2;2;2;2;2;2;1;2;2;;1;2;2;1;2;2;1;2;1;1;2;;1;2;1;;;2;;;;;1;1;1;;1;2;1;1;;;1;1;2;2;;;;;;;1;1;1;;;2;;;;;;;2;1;1;1;1;1;1;1;1;1;1;4;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;190936422;0,714696525;1;19;2;5;0;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;1;2;2;2;2;2;1;;1;2;1;2;1;;;1;2;1;;;1;2;1;;1;2;1;1;;;1;1;1;2;2;2;2;2;;;2;;;;;;;;;;;;2;2;1;1;1;1;1;1;1;1;1;3;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;120466062;0,545395179;2;28;2;3;1;1;1;2;2;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;2;2;2;2;1;1;2;;1;2;1;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;0;1;1;1;4;4;4;4;4;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;165203926;0,395890672;1;21;2;5;1;2;;;;;2;;;;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;1;1;1;2;;;;;2;;;;;1;2;1;;1;2;1;1;;;2;;2;2;;;;;;;1;1;1;;;2;;;;;;;2;1;1;1;1;1;1;1;1;1;1;4;4;1;1;5;0;0;1;1
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;146885868;2,654567996;2;35;1;1;1;2;;;;;2;;;;1;1;2;2;2;1;1;2;1;2;;2;1;2;1;2;2;2;2;2;2;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;1;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;114693015;0,757859027;2;39;2;4;0;2;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;;2;;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;179031198;1,515718054;2;40;2;4;0;2;;;;;2;;;;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;;;1;2;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;149320281;0,731720251;2;23;2;4;1;1;1;1;2;2;2;;1;1;;;;;;;;;2;2;;1;1;2;2;2;2;1;2;1;;2;;1;2;1;;;2;;;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;0;1;1;1;4;4;4;4;1;2;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;119785186;0,329489464;1;26;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;1;2;;2;2;2;2;2;2;2;2;1;;1;3;2;;;;;2;;;;;1;1;2;;1;2;2;2;1;2;;;2;2;;;;;;;1;2;2;1;2;;;;;;;;2;2;2;1;1;1;1;1;1;1;2;4;4;2;1;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;185664445;0,329489464;2;18;2;4;1;2;;;;;2;;;;1;2;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;2;0;1;1;0;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;201703263;1,328994249;2;30;2;4;1;1;1;2;2;1;2;;1;1;;;;;;;;;2;2;;2;1;1;2;2;2;2;2;2;;1;3;1;2;1;;;1;2;1;;;2;;;;1;2;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;0;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;181670658;0,329489464;1;26;2;4;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;2;2;1;2;2;2;2;2;1;;1;6;1;2;1;;;2;;;;;2;;;;1;1;1;2;;;1;1;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;164717073;0,497164686;1;32;2;5;1;1;1;1;1;1;2;;1;1;;;;;;;;;1;2;;1;2;2;1;1;2;2;1;2;2;1;1;1;1;1;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;1;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;157062471;0,857821987;2;39;2;4;1;2;;;1;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;2;2;1;2;2;1;2;;1;2;1;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;2;1;;;1;1;;;;;;;;;1;1;1;1;1;1;1;4;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;205256754;0,413082111;1;40;2;4;1;2;;;;;2;;;;2;2;1;2;2;1;2;2;2;2;;2;2;2;1;2;2;2;2;1;1;1;3;1;2;1;;;1;2;1;;;1;2;1;;2;;;;;;;;1;2;1;1;;;;;1;2;1;;;2;;;;;;;2;2;2;1;1;1;1;1;1;1;4;1;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;187167193;0,725128875;2;20;2;5;1;2;;;;;2;;;;2;2;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;;2;;2;;;;;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;0;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;180476998;1,873342712;1;38;3;3;1;1;1;2;1;1;2;;1;1;;;;;;;;;1;2;;1;2;1;2;1;2;1;1;2;;1;2;2;;;;;1;1;1;;;2;;;;2;;;;;;;;2;2;;;;;;;1;1;1;;;2;;;;;;;;;;1;1;1;1;1;1;1;4;4;4;1;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;137854586;0,365860125;2;21;2;3;1;2;;;;;2;;;;2;2;2;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;;1;2;2;;;;;2;;;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;2;1;0;0;0;0;0;4;4;4;4;4;5;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;198657623;0,725128875;2;19;1;1;1;2;;;;;2;;;;2;1;2;1;2;2;1;2;2;2;;1;1;2;1;2;1;2;1;2;1;1;3;2;;;;;1;2;1;;;1;1;1;;2;;;;;;;;1;2;2;1;;;;;1;1;1;;;2;;;;;;;2;2;1;1;2;1;1;1;1;1;4;1;4;1;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;160263639;0,595526869;1;25;2;5;1;1;1;2;1;1;2;;1;1;;;;;;;;;2;2;;1;2;2;2;2;2;2;2;2;;1;1;1;2;1;;;1;1;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;1;0;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;169611638;1,055076183;2;18;2;1;1;2;;;1;2;2;;2;2;;;;;;;;;2;2;;2;2;2;1;2;2;2;2;2;1;2;;1;2;2;1;2;1;2;1;;;2;;;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;2;1;2;;;;1;1;1;1;1;1;1;4;4;4;4;4;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;173248893;0,90584939;1;24;2;5;0;1;1;2;2;2;1;1;1;1;;;;;;;;;2;2;;2;1;2;2;2;2;2;2;1;;1;1;1;1;1;;;1;1;1;;;1;1;1;;1;2;1;2;;;2;;2;2;;;;;;;2;;;;;;;;;;;;;;;1;1;1;1;1;1;1;1;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;117652624;0,699907901;2;25;2;1;1;1;1;2;1;2;2;;2;2;;;;;;;;;2;2;;2;2;2;2;2;2;2;2;1;;2;;1;2;1;;;1;1;1;;;1;1;2;;2;;;;;;;;2;2;;;;;;;2;;;;;;;2;;;;;;;;1;1;1;1;1;0;1;4;4;4;4;1;1;0;;0;
Kenya;KEN;Sub-Saharan Africa (excluding high income);28647916;147877829;0,356762801;1;24;2;5;1;1;1;2;1;2;2;;1;1;;;;;;;;;1;2;;1;1;1;2;2;2;2;2;1;;1;1;2;;;;;1;1;1;;;1;2;1;;2;;;;;;;;2;2;;;;;;;2;;;;;;;1;2;1;;;;;;1;1;1;1;1;1;1;4;4;4;4;1;1;0;;0;
